Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
200,23,0.9024,228.3,1709,0.1151,1.00000,"TIAM1 KRTAP13-1 KRTAP11-1 KRTAP23-1 KRTAP8-1 KRTAP27-1 C21orf91 KRTAP13-3 KRTAP24-1 CHODL KRTAP19-1 KRTAP19-3 KRTAP19-4 KRTAP19-6 KRTAP19-7 KRTAP19-8 KRTAP20-1 KRTAP26-1 BTG3 CLDN8 CLDN17 KRTAP6-1 KRTAP13-2"
201,5,0.9040,9.040,406.2,0.02126,0.996692,"TMPRSS15 C21orf140 KRTAP24-1 KRTAP19-8 KCNJ15"
202,4,0.9316,5.590,239.8,0.02206,0.992931,"GOLGA8K GOLGA6L1 HERC2 CHRM5"
203,5,0.9235,9.235,345.9,0.02529,0.996692,"TBC1D19 SEL1L3 SLC34A2 POLN PCDH7"
204,6,0.9067,13.60,472.5,0.02730,0.998474,"TMEM256 TMEM95 SOX15 CHRNB1 SPEM1 YBX2"
205,25,0.9000,270.0,2007,0.1161,1.00000,"DAP3 EARS2 FARS2 LARS2 MRPL20 MRPL23 MRPL39 MRPS12 MRPS14 MRPS24 MRPS25 MRPS6 MTG2 NARS2 PET112 QRSL1 SARS2 TFB1M TFB2M VARS2 MRPL52 MRPS16 MRPS17 SSBP1 MRPL28"
206,7,0.9274,19.47,97.23,0.1490,0.999299,"CTC1 TINF2 DCLRE1B OBFC1 POT1 TEN1 TERF1"
207,4,0.9897,5.938,100.9,0.05170,0.992931,"DLGAP5 TACC3 GTSE1 CKAP5"
208,8,0.9282,25.99,666.8,0.03667,0.999679,"MMD2 GRID2IP AMZ1 DAGLB MICALL2 OCM ZDHHC4 KDELR2"
209,8,0.9006,25.22,700.1,0.03402,0.999679,"ASGR2 TMEM95 KCTD11 ALOXE3 DNAH2 MINK1 TNFSF12 TEKT1"
210,4,0.9227,5.536,270.5,0.01949,0.992931,"GLT6D1 ADAMTSL2 SLC2A6 SOHLH1"
211,4,0.9351,5.611,276.3,0.01936,0.992931,"KRTAP3-1 KRTAP12-2 CLCN6 BEND5"
212,4,0.9577,5.746,98.67,0.05112,0.992931,"N4BP1 TRAF3 NFKB2 TRAF2"
213,4,0.9107,5.464,134.6,0.03689,0.992931,"UTP23 RPL30 TAF2 ENY2"
214,4,0.9088,5.453,254.4,0.02036,0.992931,"RNF125 LMAN1 DSC2 SALL3"
215,8,0.9024,25.27,513.7,0.04553,0.999679,"GSTT2B RIMBP3B AIFM3 DRICH1 RIMBP3 GGT1 E2F6 GGTLC2"
216,6,0.9019,13.53,433.9,0.02945,0.998474,"NTMT1 CIZ1 CERCAM PTGES2 PTRH1 C9orf16"
217,4,0.9730,5.838,113.0,0.04601,0.992931,"YKT6 COG3 PTAR1 COG5"
218,6,0.9037,13.55,455.3,0.02819,0.998474,"CYP2W1 PRKAR1B TTYH3 FTSJ2 FBXL18 GPER1"
219,5,0.9310,9.310,167.0,0.04996,0.996692,"PEX19 PEX13 PEX7 FAR1 GNPAT"
220,7,0.9012,18.92,476.1,0.03718,0.999299,"CCR7 KRT26 KRT28 THRA KRTAP4-11 KRTAP1-4 KRTAP4-3"
221,8,0.9100,25.48,468.5,0.04996,0.999679,"PSG6 CYP2A13 PSG3 PSG8 PSG11 PSG9 PSG4 KIR2DL1"
222,8,0.9003,25.21,739.1,0.03230,0.999679,"DNAJC28 CLDN14 CLIC6 ITSN1 TMEM50B MRAP CBR3 CRYZL1"
223,4,0.9620,5.772,83.51,0.05933,0.992931,"BRAF SOX10 DUSP4 SOX9"
224,8,0.9054,25.35,622.8,0.03817,0.999679,"C15orf57 C15orf52 RMDN3 CHRNA7 PPP1R14D RPUSD2 ADAL BAHD1"
225,9,0.9014,32.45,786.8,0.03876,0.999853,"ASIP CPNE1 DNMT3B SAMHD1 TP53INP2 NCOA6 MAP1LC3A GGT7 RALY"
226,13,0.8768,68.39,315.8,0.1667,0.999993,"PCNT TUBE1 RTTN SASS6 CEP152 C14orf80 C16orf59 STIL CEP135 CCP110 PLK4 CEP44 TUBD1"
227,4,0.9881,5.929,83.98,0.06056,0.992931,"UBALD2 UBALD1 RANBP3 FOXK1"
228,5,0.9073,9.073,345.9,0.02486,0.996692,"PRSS55 SFTPC DEFB4A SPAG11B ZNF705B"
229,8,0.9148,25.61,234.6,0.09274,0.999679,"ZNHIT1 H2AFZ ACTR6 VPS72 DMAP1 SRCAP YEATS4 KDM2A"
230,4,0.9770,5.862,103.7,0.04988,0.992931,"UGP2 PGM3 GFPT1 PMM2"
231,6,0.9623,14.43,132.9,0.09059,0.998474,"MAP3K7 BIRC2 RNF31 UBE2N TAB2 TRAF2"
232,4,0.9620,5.772,72.70,0.06675,0.992931,"TSC2 AKT1S1 DDIT4 TSC1"
233,8,0.9021,25.26,749.0,0.03196,0.999679,"AIPL1 GABARAP INCA1 ZNF232 MINK1 TNFSF12 GP1BA SCIMP"
234,4,0.9221,5.532,104.3,0.04696,0.992931,"C21orf2 CEP97 KIF2A CCP110"
235,5,0.9752,9.752,110.4,0.07494,0.996692,"RNF7 ARIH2 CUL5 SENP8 UBE2F"
236,7,0.9485,19.92,161.2,0.1021,0.999299,"SEH1L RNMT NDC80 AFG3L2 CEP192 FAM210A THOC1"
237,6,0.9257,13.89,436.7,0.03002,0.998474,"ENTPD2 FAM69B LCN8 RNF224 SDCCAG3 CACNA1B"
238,5,0.9162,9.162,341.4,0.02541,0.996692,"WHSC1 SH3BP2 TMEM129 ADD1 ZBTB49"
239,5,0.9074,9.074,340.4,0.02524,0.996692,"COL5A3 CLEC4G ACP5 RAB3D RGL3"
240,4,0.9206,5.524,259.8,0.02021,0.992931,"BCR DERL3 OSBP2 CRYBA4"
241,4,0.9284,5.571,257.5,0.02055,0.992931,"C22orf46 CSDC2 CYP2D6 SERHL2"
242,4,0.9082,5.449,180.5,0.02809,0.992931,"ZNF202 ABCG4 C2CD2L VSIG2"
243,4,0.9388,5.633,226.8,0.02343,0.992931,"PCTP TOM1L1 GDPD1 COIL"
244,5,0.9519,9.519,121.6,0.06746,0.996692,"MAD2L2 RNF8 MDC1 RNF168 H2AFX"
245,4,0.9044,5.426,65.19,0.06903,0.992931,"VPS4A VTA1 VPS4B CHMP1A"
246,8,0.9005,25.21,727.0,0.03282,0.999679,"DNMT3B DUSP15 XKR7 CDK5RAP1 KIF3B SPAG4 GGT7 PREX1"
247,6,0.9197,13.80,405.6,0.03198,0.998474,"GPR179 PLXDC1 C17orf98 PCGF2 LASP1 FBXO47"
248,5,0.9128,9.128,89.33,0.08416,0.996692,"USPL1 ICE2 ELL MED25 EAF1"
249,5,0.9352,9.352,402.8,0.02215,0.996692,"KCTD17 SSTR3 CSF2RB RAC2 TRIOBP"
250,6,0.9054,13.58,269.0,0.04610,0.998474,"TSPYL5 JAZF1 CHCHD1 CNIH4 HAMP NBEAL1"
251,5,0.9003,9.003,409.5,0.02101,0.996692,"ADA RBPJL SERINC3 IFT52 MAFB"
252,9,0.9022,32.48,737.3,0.04123,0.999853,"OPRK1 XKR4 ZFHX4 C8orf34 TRIM55 PRDM14 LYN NKAIN3 NSMAF"
253,7,0.9238,19.40,397.0,0.04507,0.999299,"GUSB WBSCR17 ZNF679 ZNF736 ZNF273 ZNF479 ZNF727P"
254,6,1.000,15.00,59.09,0.1742,0.983685,"EMC3 EMC7 EMC2 EMC4 EMC1 EMC6"
255,5,0.9103,9.103,318.8,0.02694,0.996692,"CFC1 PLEKHB2 SCTR BIN1 POTEI"
256,6,0.9136,13.70,294.5,0.04280,0.998474,"SLC51A WDR53 TCTEX1D2 MUC20 IQCG PDCD6"
257,19,0.9037,154.5,1852,0.07557,1.00000,"MTURN AEBP1 GCK KIAA0895 PDE1C UBE2D4 URGCP WIPF3 DPY19L1 HOXA1 ADCYAP1R1 GHRHR NME8 NPSR1 RP9 SUGCT ZNRF2 HECW1 POLM"
258,9,0.9101,32.76,257.4,0.1063,0.999853,"SLC35B2 NDST1 B3GALT6 EXTL3 EXT2 TMEM165 B3GAT3 EXT1 SLC10A7"
259,4,0.9108,5.465,245.6,0.02109,0.992931,"C12orf65 MTO1 TACO1 PREPL"
260,5,0.9775,9.775,116.6,0.07167,0.996692,"C14orf166 RTCB PYROXD1 FAM98B DDX1"
261,8,0.9010,25.23,748.5,0.03195,0.999679,"SCARA3 PPP3CC CCDC25 PEBP4 ADAM28 TNFRSF10D ADRA1A LOXL2"
262,6,0.9066,13.60,463.1,0.02783,0.998474,"PFKL PCBP3 ITGB2 COL18A1 TRPM2 HSF2BP"
263,4,0.9468,5.681,113.9,0.04451,0.992931,"CSNK2A2 CSNK2A3 CSNK2B CSNK2A1"
264,33,0.9019,476.2,2323,0.1662,1.00000,"MRPS35 AARS2 EARS2 FARS2 GADD45GIP1 HARS2 LARS2 MARS2 MRPL15 MRPL17 MRPL21 MRPL23 MRPL33 MRPL39 MRPL43 MRPL46 MRPL55 MRPL57 MRPS11 MRPS12 MRPS14 MRPS18B MRPS2 MRPS22 MRPS23 MRPS24 MRPS6 PTCD3 QRSL1 RARS2 TARS2 MRPS34 MRPS16"
265,8,0.9045,25.33,674.2,0.03539,0.999679,"CTSK ANXA9 FAM63A GJA5 RFX5 TNFAIP8L2 ZNF687 ENSA"
266,7,0.9046,19.00,539.2,0.03320,0.999299,"C16orf92 TP53TG3C ZNF785 SULT1A2 TBX6 SEZ6L2 ZNF689"
267,4,0.9562,5.737,282.9,0.01934,0.992931,"A4GALT DENND6B LMF2 MAPK12"
268,5,0.9026,9.026,330.4,0.02583,0.996692,"GPALPP1 AKAP11 POSTN DCLK1 STOML3"
269,6,0.9210,13.82,383.4,0.03376,0.998474,"EPX SCPEP1 OR4D1 RSAD1 OR4D2 COIL"
270,8,0.9093,25.46,546.5,0.04330,0.999679,"CEBPE CMTM5 OR11H4 OR11H6 ANG DHRS4 RNASE3 OR10G2"
271,5,0.9214,9.214,387.0,0.02268,0.996692,"TBC1D19 CHRNA9 SLC34A2 UVSSA PCDH7"
272,5,0.9191,9.191,380.3,0.02301,0.996692,"SEMG2 WFDC6 WFDC8 EPPIN GDF5"
273,5,0.9140,9.140,340.6,0.02541,0.996692,"SEPT12 PPL GLIS2 SMIM22 ANKS3"
274,4,0.9955,5.973,71.37,0.06998,0.992931,"PSMG4 PSMG3 PSMG1 PSMG2"
275,5,0.9187,9.187,156.0,0.05244,0.996692,"GADD45B MAP3K4 PPM1A MAP2K3 MAPK14"
276,10,0.9131,41.09,151.0,0.1938,0.999616,"DTYMK MVD YRDC MAT2A MVK CMPK1 HMGCS1 HMGCR PMVK GMPPB"
277,4,0.9994,5.996,269.0,0.02119,0.992931,"KDF1 IRF6 RIPK4 CHUK"
278,7,0.9057,19.02,556.5,0.03226,0.999299,"GFM1 MRPL20 MRPS14 PTCD1 TRMT10C MRPS15 MRPL49"
279,7,0.9145,19.21,535.5,0.03377,0.999299,"IL21R IL4R SBK1 GSG1L LAT NFATC2IP ITGAD"
280,14,0.9042,82.29,1070,0.06970,0.999997,"TSSK2 MPPE1 YPEL1 KLHL22 SLC7A4 VPREB1 ZNF74 SEPT5 SDF2L1 RIMBP3B THAP7 AIFM3 RIMBP3 E2F6"
281,4,0.9475,5.685,61.85,0.07527,0.992931,"RAF1 NRAS SHOC2 KRAS"
282,9,0.9002,32.41,771.6,0.03942,0.999853,"RBPJL SLC13A3 OCSTAMP WFDC3 SLC12A5 WFDC8 EPPIN WFDC9 WFDC11"
283,8,0.9001,25.20,622.2,0.03799,0.999679,"COCH BRMS1L CFL2 CMTM5 NPAS3 SFTA3 STXBP6 BAZ1A"
284,5,0.9168,9.168,141.9,0.05691,0.996692,"GSK3B GSK3A GSKIP UBALD1 FOXK1"
285,14,0.9014,82.02,933.7,0.07859,0.999997,"SHARPIN FBXL6 ZNF250 PPP1R16A MFSD3 C8orf82 ARHGAP39 LRRC24 FOXH1 GRINA TSNARE1 CYHR1 LRRC14 SLC52A2"
286,8,0.9026,25.27,641.6,0.03701,0.999679,"SLC47A2 TRIM16L ALDH3A1 CCDC144NL MFAP4 FAM83G MTRNR2L1 SPECC1"
287,6,0.9261,13.89,526.7,0.02514,0.998474,"MTURN HOXA5 AVL9 HERPUD2 KBTBD2 NT5C3A"
288,5,0.9157,9.157,278.7,0.03074,0.996692,"ANKRD16 AKR1C3 AKR1E2 KLF6 AKR1C1"
289,5,0.9286,9.286,332.9,0.02636,0.996692,"SPTB CHURC1 ZBTB25 ESR2 ZBTB1"
290,30,0.9002,391.6,2195,0.1480,1.00000,"PMP22 ZSWIM7 RAI1 PEMT SLC47A2 NT5M LLGL1 DRG2 TTC19 EVPLL GID4 TRIM16L ALDH3A1 LRRC48 SMCR8 TNFRSF13B SHMT1 TRPV2 MYO15A MIEF2 CCDC144A CCDC144NL MFAP4 SLC47A1 TVP23C ZNF624 ALKBH5 PRPSAP2 TBC1D28 UBB"
291,6,0.9110,13.67,366.3,0.03486,0.998474,"TGM3 SMOX PTPRA GNRH2 AVP C20orf202"
292,26,0.9012,292.9,1925,0.1291,1.00000,"PEMT SLC47A2 NT5M LLGL1 KCNJ12 TTC19 EVPLL GID4 TRIM16L ALDH3A1 LRRC48 TNFRSF13B MYO15A MIEF2 CCDC144A CCDC144NL LRRC75A MFAP4 TVP23C ZNF624 ALKBH5 GRAP PRPSAP2 SPECC1 TBC1D28 UBB"
293,19,0.9006,154.0,1043,0.1247,0.999999,"ITPR2 TSPAN11 PTHLH C12orf77 KLHL42 MANSC4 METTL20 RASSF8 TMTC1 STK38L BICD1 LMNTD1 ERGIC2 FAR2 TM7SF3 ARNTL2 LRMP CASC1 KRAS"
294,7,0.9159,19.23,436.0,0.04099,0.999299,"GPRIN2 NUTM2A PTPN20B AGAP6 UBE2D1 PGBD3 AGAP5"
295,4,1.000,6.000,61.25,0.07973,0.993495,"CENPO CENPP CENPQ CENPU"
296,7,0.9014,18.93,147.5,0.1049,0.999299,"RAC1 CRKL BCAR1 ELMO2 FERMT2 ITGAV PTK2"
297,4,0.9018,5.411,69.82,0.06502,0.992931,"RAF1 NF1 MAPK1 SHOC2"
298,11,0.9039,49.72,664.4,0.06754,0.999969,"MAP3K8 CCDC7 ANKRD30A ARHGAP12 CREM LYZL1 ZNF37A ZNF25 NRP1 MTRNR2L7 ZNF248"
299,7,0.9188,19.29,529.1,0.03431,0.999299,"TP53TG3C PYCARD COX6A2 PRSS8 ORAI3 DCTPP1 SRCAP"
300,6,0.9252,13.88,451.2,0.02909,0.998474,"ZMYM5 RNF6 IFT88 CKAP2 CRYL1 ATP12A"
301,4,0.9998,5.999,96.48,0.05430,0.992931,"MAPKAPK5 SLC4A7 AHCYL1 MAPK6"
302,7,0.9003,18.91,605.1,0.02963,0.999299,"BCL2L15 SPAG17 CAPZA1 CD101 SLC22A15 CD53 FAM212B"
303,4,1.000,6.000,120.5,0.04463,0.992931,"TM2D1 AUP1 TM2D3 TM2D2"
304,4,0.9192,5.515,78.70,0.05981,0.992931,"ACACA FASN ACLY SLC25A1"
305,10,0.9050,40.72,620.8,0.05975,0.999933,"HSPA12B SIGLEC1 SPEF1 C20orf27 ADAM33 CDC25B AP5S1 MAVS PRND TMEM239"
306,9,0.9001,32.40,642.1,0.04679,0.999853,"LIX1L HIST2H2AB NUDT4 ANP32E FAM63A HFE2 HIST2H2BE HIST2H4B NOTCH2NL"
307,4,0.9211,5.527,252.0,0.02082,0.992931,"C14orf93 SALL2 DCAF11 ARHGEF40"
308,5,0.9068,9.068,474.1,0.01839,0.996692,"TBC1D8 PSD4 IL1F10 IL1RN IL36G"
309,5,0.9246,9.246,103.2,0.07551,0.996692,"PPP2R4 TIPRL SMEK2 SMEK1 PPP4R2"
310,9,0.9117,32.82,609.0,0.04974,0.999853,"SLC23A2 TGM3 SMOX SPEF1 PTPRA GNRH2 ADAM33 AVP C20orf194"
311,8,0.9047,25.33,718.1,0.03336,0.999679,"MRPL20 MRPS25 NARS2 NSUN4 PTCD1 TFB1M MTERF3 MRPS15"
312,7,0.9296,19.52,235.6,0.07255,0.999299,"CCDC77 SPICE1 PCM1 WRAP73 MIIP CEP135 CEP44"
313,5,0.9213,9.213,344.0,0.02537,0.996692,"PAQR4 CEMP1 HCFC1R1 THOC6 FLYWCH1"
314,4,0.9074,5.445,251.4,0.02056,0.992931,"ZNF324 ZNF417 ZNF787 ZSCAN5B"
315,5,0.9550,9.550,169.2,0.05060,0.996692,"TGFBRAP1 RABGEF1 RAB5C VPS8 VPS45"
316,4,0.9565,5.739,280.1,0.01953,0.992931,"DBF4B MEOX1 TUBG2 PSMC3IP"
317,5,0.9006,9.006,323.7,0.02628,0.996692,"NUPR1L PHKG1 ZNF716 ZNF679 ZNF479"
318,5,0.9001,9.001,315.5,0.02691,0.996692,"KLF1 WDR83OS CNN1 CALR ZNF700"
319,4,0.9065,5.439,295.9,0.01758,0.992931,"ARL5C STAC2 CSF3 SRCIN1"
320,9,0.9014,32.45,712.7,0.04252,0.999853,"LARS2 MRPL21 NSUN4 PET112 POLG PARS2 MTG1 SSBP1 MRPL47"
321,5,0.9113,9.113,342.0,0.02523,0.996692,"C3AR1 LTBR FOXJ2 GPR162 GPRC5A"
322,8,0.9004,25.21,562.9,0.04173,0.999679,"C15orf57 PAK6 C15orf52 RMDN3 PPP1R14D RPUSD2 TMCO5A BAHD1"
323,42,0.9065,780.5,1989,0.2735,1.00000,"NDUFB5 C17orf89 NDUFV2 GRSF1 NDUFAF3 NDUFS7 RTN4IP1 TIMMDC1 ACAD9 NDUFA9 ECSIT FOXRED1 NDUFA10 NDUFA11 NDUFA2 NDUFA3 NDUFA6 NDUFA8 NDUFAF1 NDUFAF4 NDUFAF5 NDUFAF7 NDUFB10 NDUFB2 NDUFB3 NDUFB4 NDUFB6 NDUFB7 NDUFB8 NDUFB9 NDUFC1 NDUFC2 NDUFS1 NDUFS2 NDUFS3 NDUFS5 NDUFS8 NDUFV1 PET117 NDUFA5 TMEM261 CYC1"
324,5,0.9333,9.333,72.07,0.1021,0.996692,"PPP2R2A PPP2CA PPME1 LCMT1 PPP2R1A"
325,15,0.9028,94.80,1185,0.07238,0.999999,"LYSMD1 CTSK SELENBP1 ACP6 ANP32E CD1C CIART FAM63A GJA5 GOLPH3L HFE2 HIST2H4B MLLT11 RFX5 ZNF687"
326,4,0.9772,5.863,103.1,0.05014,0.992931,"CDH2 CTNNA1 MLLT4 CTNND1"
327,4,0.9262,5.557,121.4,0.04118,0.992931,"PAWR ROCK2 ARHGEF12 GNA13"
328,10,0.9125,41.06,837.6,0.04569,0.999933,"BIN2 KRT86 CSRNP2 POU6F1 KRT79 KRT82 KRT84 KRT3 SPRYD3 KRT74"
329,4,0.9327,5.596,247.1,0.02147,0.992931,"C5orf49 FAM105A PAPD7 FAM173B"
330,4,0.9226,5.535,278.0,0.01898,0.992931,"SLC1A7 C1orf185 KANK4 GPX7"
331,6,0.9076,13.61,135.8,0.08435,0.998474,"TRPS1 LMX1B ESR1 SPDEF GATA3 FOXA1"
332,10,0.9083,40.87,525.2,0.06974,0.999933,"LFNG LRRC10 SLC35E3 B4GALT1 BEST3 LYZ MYCN CPM ST3GAL4 FAM49A"
333,20,0.9013,171.2,1356,0.1093,1.00000,"FAM222B ALDOC SEBOX RAB34 VTN DHRS13 GIT1 NEK8 PIPOX PROCA1 SLC13A2 TLCD1 UNC119 SEZ6 FOXN1 CRYBA1 SPAG5 LYRM9 PIGS TIAF1"
334,5,0.9159,9.159,353.9,0.02455,0.996692,"HS3ST2 USP31 LYRM1 ACSM2A XYLT1"
335,4,0.9282,5.569,89.10,0.05424,0.992931,"TCF7L2 GATA6 UBE2Z CTNNB1"
336,5,0.9150,9.150,301.6,0.02852,0.996692,"ANO6 SCAF11 SLC38A4 CCDC184 PUS7L"
337,8,0.9087,25.44,463.5,0.05039,0.999679,"ITPR2 C12orf77 METTL20 RASSF8 AMN1 FAR2 H3F3C BHLHE41"
338,5,0.9228,9.228,311.3,0.02792,0.996692,"PIP5KL1 SPTAN1 LCN2 C9orf16 ZBTB34"
339,7,0.9009,18.92,245.3,0.06800,0.999299,"LUZP1 MPRIP ROCK1 PAWR ROCK2 SPECC1L DAPK3"
340,5,0.9112,9.112,137.0,0.05837,0.996692,"BCL10 CHUK TRAF3 CARD10 CYLD"
341,4,0.9081,5.449,92.58,0.05139,0.992931,"PLAA USP15 DDI2 NFE2L1"
342,5,0.9425,9.425,386.9,0.02319,0.996692,"GJC3 GATS PVRIG UPK3BL ARMC10"
343,4,0.9132,5.479,238.9,0.02171,0.992931,"DENND1C C19orf10 SAFB2 UBXN6"
344,5,0.9371,9.371,98.02,0.07983,0.996692,"ZNRD1 POLR1A TOP1 TCOF1 POLR1E"
345,11,0.8862,48.74,211.1,0.1729,0.999487,"VPS53 RAB6A RIC1 ARFRP1 SYS1 VPS54 TSSC1 RGP1 JTB VPS51 VPS52"
346,7,0.9022,18.95,503.5,0.03532,0.999299,"PALMD GNAT2 AMY1A AMY2B FAM212B AMY2A NBPF6"
347,15,0.9025,94.76,929.8,0.08986,0.999999,"CSTL1 ABHD12 ACSS1 APMAP CD93 CST1 CST2 CST3 CST4 CST7 CST8 CST9 NANP THBD ZNF337"
348,4,0.9117,5.470,128.9,0.03843,0.992931,"OR4M1 OR4K5 OR4N2 OR4K2"
349,5,0.9178,9.178,285.1,0.03017,0.996692,"TTC23L ANXA2R C5orf51 FGF10 NSUN2"
350,11,0.9048,49.76,919.0,0.05023,0.999969,"SNX27 LYSMD1 CTSK SELENBP1 HIST2H2AB CIART FAM63A HIST2H4B ZNF687 GABPB2 C1orf56"
351,4,0.9102,5.461,278.5,0.01871,0.992931,"FRS3 PRPH2 USP49 GSTA3"
352,5,0.9177,9.177,361.8,0.02409,0.996692,"CHD3 ALOX12B ARHGEF15 DNAH2 TNFSF13"
353,4,0.9979,5.987,102.7,0.05131,0.992931,"XRN1 DCP2 DDX6 EDC4"
354,10,0.9013,40.56,657.1,0.05651,0.999933,"TG ADCY8 FAM135B KCNQ3 GSDMC SLA FOXH1 LRRC6 OC90 KHDRBS3"
355,7,0.9071,19.05,379.0,0.04623,0.999299,"HARBI1 OR4X2 CHRM4 KBTBD4 OR4B1 OR4X1 OR4C3"
356,9,0.9039,32.54,251.8,0.1076,0.999853,"TUBE1 WRAP73 CEP120 KIAA1731 C14orf80 C16orf59 CEP135 CEP44 TUBD1"
357,4,0.9193,5.516,255.0,0.02054,0.992931,"ZFP69 AZIN2 ZNF684 ZNF691"
358,5,0.9043,9.043,382.2,0.02254,0.996692,"ZNF229 ZNF155 ZNF284 DMRTC2 CEACAM6"
359,4,0.9095,5.457,93.03,0.05125,0.992931,"ING3 EPC1 EP400 EPC2"
360,6,0.9859,14.79,99.90,0.1167,0.998474,"DPF2 ARID1A SMARCC1 SMARCE1 SMARCA4 SMARCB1"
361,15,0.9242,97.04,237.4,0.2663,0.995514,"MOCS3 ALKBH8 NR2C2AP ELP2 ELP5 IKBKAP KTI12 CTU1 CTU2 DPH3 ELP3 ELP6 PUS3 URM1 ELP4"
362,4,0.9433,5.660,172.1,0.03047,0.992931,"AAMDC CCDC81 MAP6 P4HA3"
363,5,0.9304,9.304,270.6,0.03209,0.996692,"BCS1L COA7 PPCDC ATIC DHODH"
364,4,0.9030,5.418,258.6,0.01992,0.992931,"BMP5 CRISP1 FBXO9 IL17F"
365,4,0.9998,5.999,46.20,0.09966,0.992931,"CUL2 EGLN1 VHL TCEB2"
366,5,0.9367,9.367,284.7,0.03080,0.996692,"RASGRP2 FKBP2 DNAJC4 EHBP1L1 CDC42BPG"
367,6,0.9055,13.58,353.7,0.03582,0.998474,"SLC45A3 TMEM81 CDK18 CNTN2 RAB29 RASSF5"
368,6,0.9011,13.52,384.2,0.03299,0.998474,"PUS7L ANP32D LALBA ASB8 OR8S1 OR10AD1"
369,6,0.9312,13.97,430.1,0.03063,0.998474,"ADNP PABPC1L PMEPA1 PARD6B FAM65C BCAS4"
370,4,0.9131,5.479,218.5,0.02362,0.992931,"VLDLR JAK2 DMRT3 TPD52L3"
371,3,0.9998,2.999,52.21,0.04901,0.985452,"RCOR1 KDM1A ZNF217"
372,4,0.9076,5.445,254.1,0.02035,0.992931,"C2orf42 EGR4 FIGLA PAIP2B"
373,4,0.9172,5.503,262.6,0.01993,0.992931,"CC2D1A CCDC105 CIB3 OR10H3"
374,5,0.9571,9.571,171.1,0.05019,0.996692,"TBCC RPL7L1 BYSL TAF8 MED20"
375,8,0.9042,25.32,659.5,0.03613,0.999679,"SEPT12 CORO7 ZNF500 HMOX2 CLUAP1 C16orf71 NUDT16L1 SEC14L5"
376,4,0.9820,5.892,112.0,0.04679,0.992931,"SEC23B SEC23IP SEC31A SAR1A"
377,14,0.9035,82.22,773.3,0.09305,0.999997,"NCAN HAPLN4 MEF2BNB SLC25A42 TM6SF2 TMEM161A SSBP4 TSSK6 GMIP CILP2 RFXANK C19orf60 SUGP2 HOMER3"
378,5,0.9086,9.086,344.5,0.02499,0.996692,"TYRO3 GCHFR PLA2G4D PLA2G4E TRIP4"
379,4,0.9368,5.621,241.1,0.02207,0.992931,"ACACB ALDH1L2 DRAM1 SLC5A8"
380,5,0.9237,9.237,261.8,0.03286,0.996692,"UNC5A UIMC1 MXD3 RUFY1 RAB24"
381,7,0.9013,18.93,447.6,0.03939,0.999299,"C9orf72 MOB3B IFNK LRRC19 TEK EQTN LINGO2"
382,4,0.9008,5.405,195.0,0.02594,0.992931,"NFIB PTPRD TYRP1 CER1"
383,12,0.9058,59.79,307.2,0.1529,0.999761,"SLC35B2 HS2ST1 B3GALT6 EXTL3 FGFR1 GLCE EXT2 B3GAT3 EXT1 FRS2 GRB2 PTPN11"
384,6,0.9161,13.74,562.6,0.02336,0.998474,"CPA6 TRPA1 CNGB3 GDAP1 SULF1 PI15"
385,6,0.9007,13.51,113.9,0.09690,0.998474,"AKT1 MAPKAP1 MLST8 PDPK1 RICTOR PIK3CB"
386,11,0.9049,49.77,740.5,0.06127,0.999969,"FAM21C GPRIN2 MSMB NPY4R NUTM2A SYT15 ZNF239 PTPN20B AGAP6 PGBD3 AGAP5"
387,5,0.9716,9.716,73.65,0.1041,0.996692,"ELOF1 IWS1 SUPT4H1 WDR61 LEO1"
388,7,0.9294,19.52,560.7,0.03285,0.999299,"PIP5KL1 ZNF79 CERCAM ASB6 AK1 TOR1B SETX"
389,6,0.9346,14.02,371.9,0.03523,0.998474,"SALL4 CASS4 ATP9A NPEPL1 CYP24A1 PCK1"
390,4,0.9274,5.565,119.4,0.04184,0.992931,"DNAJC3 DNAJB11 TMEM41B PPP1R15B"
391,13,0.9089,70.90,298.6,0.1793,0.999993,"C17orf70 RFWD3 FANCA XRCC2 ERCC4 BRIP1 FANCI FANCC FANCF FANCG FANCL FANCD2 UBE2T"
392,6,0.9881,14.82,148.6,0.08450,0.998474,"OR4N5 OR4M2 OR4N4 OR4Q3 OR4N2 RNF145"
393,4,0.9317,5.590,189.0,0.02760,0.992931,"PIK3R5 GNB2 GNG5 PDCL"
394,4,0.9295,5.577,150.8,0.03393,0.992931,"RPS27A RPS13 RPL31 WDR43"
395,4,0.9479,5.687,104.6,0.04808,0.992931,"RALGAPB PI4KB C10orf76 COL4A3BP"
396,7,0.9056,19.02,573.0,0.03138,0.999299,"RSPH1 ITGB2 MX1 KRTAP12-1 ICOSLG IGSF5 SLC37A1"
397,6,0.9092,13.64,307.8,0.04090,0.998474,"CALML6 C1orf159 FAM132A HES4 RNF223 TNFRSF4"
398,6,0.9278,13.92,354.4,0.03660,0.998474,"SERPINA11 SERPINA12 PPP4R4 RIN3 AK7 UBR7"
399,5,0.9487,9.487,83.20,0.09239,0.996692,"DPF2 ARID1A SMARCE1 ARID1B SMARCB1"
