Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
93,162,0.1632,2128,7072,0.2235,1.00000,"S100A8 RIIAD1 CLK2 ETV3L RXFP4 DCST2 CGN SLAMF6 SLAMF1 TOR3A OR6N2 FAM163A LYSMD1 MTMR11 THEM5 ILDR2 ITLN1 BGLAP SELE C1orf61 GPATCH4 OR6K6 IL6R DNM3 LRRC52 AIM2 CTSK OR6N1 PRUNE S100A10 SELENBP1 XCL1 FCRL4 MYOC APOA1BP SLC27A3 ANKRD45 FCGR3A METTL18 MPZ SELP SELL UBQLN4 HIST2H2AB AQP10 C1orf105 GPR52 TNFSF4 FMO2 CD1D KRTCAP2 ACBD6 APOA2 CD5L DCAF6 FCRL3 FMO3 GPA33 S100A9 SH2D1B THBS3 TRIM46 OR10J5 S100A12 KCNJ10 ANXA9 BNIPL CIART DCST1 FAM63A FLG2 GOLPH3L HFE2 LCE6A RFX5 S100A2 SHE SV2A TNFAIP8L2 ZNF687 NES PGLYRP3 ITLN2 VANGL2 C1orf110 SEMA4A RUSC1 C1orf43 C1orf192 OR10X1 MUC1 PKLR ADAM15 ADAMTS4 B4GALT3 CA14 EFNA4 FCGR2A FCRLB HAPLN2 RRNAD1 SCAMP3 TSACC TSTD1 TTC24 ADAMTSL4 DPT ARHGAP30 RXRG ATP1B1 DEDD FCGR2B INSRR NR1I3 NTRK1 PVRL4 SLC50A1 TMCO1 DDR2 ECM1 GABPB2 PAQR6 PBXIP1 PEAR1 RORC S100A6 SLC25A44 TMEM79 YY1AP1 SLC9C2 PCP4L1 ATP1A4 SLAMF7 MNDA CD1B HSPA6 GBA OR6K2 NPL FAM189B HDGF CD244 CADM3 OR10K1 CD48 ATP1A2 USP21 MEX3A NPR1 IGSF9 FCRLA OLFML2B PRR9 RAB25 CD1E FCER1G FCRL5 SYT11 ARHGEF11 MROH9 PYGO2 F11R"
94,80,0.3442,1088,3727,0.2186,1.00000,"EFCAB5 FLOT2 AP2B1 RASL10B CCL7 FAM222B HEATR9 LGALS9 LRRC37B ABHD15 ADAP2 ALDOC C17orf50 C17orf75 CCL1 SLFN5 SEBOX ANKRD13B RAB34 RDM1 OMG CCL2 SDF2 TMEM97 IFT20 VTN EVI2A RAB11FIP4 CCL3L3 CDK5R1 CORO6 CRLF3 DHRS13 GIT1 MYO18A MYO19 NEK8 NOS2 NUFIP2 PIPOX PROCA1 SLC13A2 TAOK1 TBC1D29 TLCD1 TMEM98 TMIGD1 TP53I13 TRAF4 UNC119 CCL14 WSB1 NLK TMEM132E SEZ6 FOXN1 TAF15 CRYBA1 SPAG5 SLFN12 TNFAIP1 COPRS GAS2L2 MYO1D KSR1 CCL13 FNDC8 LYRM9 MMP28 PIGS TIAF1 UNC45B BLMH EVI2B GOSR1 CCL3 PHF12 RHOT1 CCL4L2 CCL4"
95,102,0.2511,1293,4516,0.2151,1.00000,"ATP8B1 LAMA3 KATNAL2 KIAA1328 SLC14A2 OSBPL1A PSTPIP2 RIOK3 CNDP2 DSG3 CABYR TCF4 DSC1 RNF125 SERPINB10 LMAN1 SERPINB7 DSG1 SLC25A52 MYO5B TTR CCDC178 C18orf25 AQP4 PIGN RIT2 MRO ME2 C18orf8 TTC39C TAF4B RNF138 ABHD3 ANKRD29 ASXL3 B4GALT6 C18orf32 CABLES1 CELF4 CHST9 CTIF DSC3 DSG4 DTNA ESCO1 GALNT1 HRH4 IMPACT KLHL14 MAPK4 MAPRE2 MEP1B MOCOS PIAS2 PSMA8 RAB27B SERPINB3 SYT4 TCEB3CL TMEM241 TPGS2 ZBTB7C ZNF396 ZNF521 ZSCAN30 SERPINB8 SLC14A1 CCDC11 CDH7 C18orf54 ACAA2 CD226 DYM DYNAP FHOD3 RNF165 SETBP1 SIGLEC15 ST8SIA5 ELAC1 ST8SIA3 STARD6 CCDC102B CPLX4 TCEB3CL2 SERPINB2 GATA6 ZADH2 LIPG GAREM CCDC68 SMAD2 DSG2 MBP SERPINB5 ONECUT2 ZNF397 DCC CDH20 LOXHD1 CTAGE1 TCEB3B"
96,87,0.3539,1324,3017,0.2933,0.974437,"CMBL FBXO4 CCDC152 NUP155 CAPSL GOLPH3 DAB2 DAP CDH6 GDNF CTNND2 RANBP3L AGXT2 LMBRD2 NIM1K C5orf22 CARD6 C6 OXCT1 PTGER4 FAM134B ADCY2 C7 C9 NNT AMACR DROSHA EGFLAM TTC23L ANKRD33B SUB1 ROPN1L UGT3A1 PRLR TAS2R1 PRDM9 HCN1 SPEF2 SRD5A1 TTC33 CDH10 C1QTNF3 NADK2 PAIP1 ADAMTS12 C5orf49 MTMR12 PLCXD3 CCL28 RAD1 ADAMTS16 ANXA2R C5orf28 C5orf51 FAM105A FBXL7 MROH2B NPR3 OSMR PAPD7 RAI14 RXFP3 SEPP1 SLC1A3 SLC45A2 DNAH5 FAM173B UBE2QL1 MARCH11 C5orf34 CDH18 NIPBL FGF10 C5orf42 IL7R NSUN2 BASP1 GHR FYB CDH9 EXOC3 ICE1 PDZD2 PRKAA1 UGT3A2 CDH12 ZFR"
97,10,0.3969,17.86,174.8,0.08398,0.999933,"PKMYT1 FOXM1 FBXO5 CCNA2 CDC25B MYBL2 CCNB1 LIN54 SKP2 DBF4"
98,106,0.1741,968.7,4535,0.1695,1.00000,"OR7G1 TRIP10 TNFSF14 ELANE LINGO3 ALKBH7 SGTA DENND1C PIP5K1C TLE6 ZNF556 APC2 ATP8B3 FGF22 KISS1R MIDN PCSK4 PLK5 R3HDM4 SCAMP4 FUT5 SLC25A41 ANGPTL6 NMRK2 EBI3 SHD REEP6 EFNA2 ZNF554 DPP9 MOB3A MUM1 CELF5 FUT3 PSPN RFX2 TMEM259 ATCAY LRG1 TJP3 TUBB4A MPND MEX3D ACER1 C19orf10 C19orf71 HSD11B1L PLIN3 SLC25A23 TMIGD2 VAV1 ADAMTS10 UQCR11 C3 P2RY11 PEX11G ACSBG2 AES AMH ANKRD24 CATSPERD DIRAS1 GIPC3 KDM4B NRTN PLIN4 SAFB SAFB2 SEMA6B STXBP2 TBXA2R TICAM1 ZNF77 SLC39A3 C19orf26 TMPRSS9 CTXN1 UBXN6 ZNF555 LPPR3 CREB3L3 GADD45B APBA3 GAMT CSNK1G2 C19orf24 MBD3L2 GZMM PLEKHJ1 TNFAIP8L1 PTPRS STAP2 THOP1 TLE2 OAZ1 TCF3 FUT6 GNA15 EMR1 IZUMO4 REXO1 MBD3L5 FSD1 RNF126 HDGFRP2 GPR108"
99,5,0.8900,8.900,68.65,0.1017,0.996692,"CUL2 TCEB1 EGLN1 VHL TCEB2"
100,14,0.8214,74.75,196.8,0.2495,0.651937,"MED13 ATXN7 USP22 CCNC TADA3 CCDC101 TADA1 KAT2A MED19 SUPT20H SUPT7L TADA2B TAF5L TAF6L"
101,11,0.6020,33.11,245.8,0.1100,0.999969,"RPL22 ATM MDM2 CHEK2 TP53 USP28 USP7 PPM1D CDKN1A TP53BP1 UBE2K"
102,92,0.1925,805.7,4475,0.1474,1.00000,"LYSMD3 ARSB CDC20B MIER3 MTX3 PLK2 HAPLN1 HSPB3 TMEM171 NLN SGTB PARP8 GIN1 SERF1A ARSK ARHGEF28 NAIP NDUFS4 VCAN ANKRD55 CAST PAPD4 BHMT F2RL2 SNX18 ESM1 HTR1A ACTBL2 BHMT2 MAST4 SETD9 POLK RGS7BP ADAMTS6 MCIDAS ACOT12 ANKRD34B ATG10 CD180 CRHBP FAM151B GAPT GPR98 RASGRF2 ERAP2 SPATA9 ZFYVE16 FAM159B GZMA GPBP1 C5orf64 FST ITGA2 MARVELD2 MOCS2 NDUFAF2 SLC38A9 SLCO4C1 ITGA1 ZSWIM6 GPX8 KIAA0825 CCDC112 PJA2 GZMK RAB3C SLC12A2 CMYA5 FAM169A IL31RA JMY MCCC2 SLC30A5 SMIM15 SPZ1 TAF9 RNF180 DDX4 IL6ST CCNO ATP6AP1L MAP3K1 ERBB2IP F2R TRIM23 PPAP2A ERCC8 DMGDH ELOVL7 ANKRD31 ARL15 CDH12"
103,11,0.5086,27.97,210.3,0.1075,0.999848,"KDM5A GATAD1 SIN3B ZBTB2 KMT2E HDAC3 ARID2 MORF4L1 PHF12 MSL1 C11orf30"
104,7,0.3865,8.116,114.0,0.05960,0.999299,"PPP1R8 BCAS2 WBP11 CTNNBL1 SF3A3 CCNL1 MAGOH"
105,79,0.1761,542.6,4125,0.1124,1.00000,"C1orf52 CLCA4 COL24A1 PODN NEGR1 MSH4 PTGER3 PTGFR HFM1 ITGB3BP WDR63 C1orf123 DMRTA2 GBP3 RWDD3 SLC44A5 TGFBR3 AGL CTBS CYR61 EVI5 C1orf87 ANKRD13C FAM69A TMEM56 MIER1 SGIP1 FPGT GBP6 LRRIQ3 TYW3 CTH CRYZ HOOK1 C1orf141 GBP4 TNNI3K CCDC17 MCOLN2 USP33 LEPROT ATG4C CLCA2 SAMD13 ZNF326 IL12RB2 C1orf177 INSL5 GBP7 TTLL7 SLC1A7 HHLA3 ASB17 MCOLN3 PCSK9 RAB3B GBP5 USP24 AK5 ZYG11B TMEM61 ODF2L BSND IFI44L DAB1 DNASE2B LRRC7 RPE65 ST6GALNAC3 ZRANB2 PDE4B DNAJB4 DIRAS3 KANK4 IFI44 GPX7 PLA2G12A DPYD CDCP2"
106,12,0.3929,25.93,183.1,0.1113,0.999970,"CDK6 CCND1 E2F3 CCNE1 CDK4 CDKN2A CCND3 CCND2 UBE2Q1 CKS1B CDK2 SKP2"
107,156,0.1854,2241,7427,0.2246,1.00000,"KRTAP3-1 CNTD1 DCAKD HEXIM2 C17orf105 NPEPPS AOC2 HAP1 KLHL10 PNMT TCAP AARSD1 ADAM11 AOC3 ARL4D C17orf104 CCR10 CCR7 CNTNAP1 DBF4B EZH1 FKBP10 G6PC G6PC3 GRN HSPB9 IFI35 IGFBP4 KRT14 KRTAP4-8 MEOX1 NAGLU NBR1 PLEKHH3 PTGES3L RND2 RUNDC1 RUNDC3A SLC25A39 TMEM106A TMUB2 TUBG2 VAT1 WNK4 PIP4K2B RDM1 KRTAP4-4 FBXL20 ITGA2B HSD17B1 KRT16 ARL5C NEBL KRTAP2-4 STH GSDMB KRT9 ORMDL3 GSDMA KRT23 GHDC ERBB2 KRTAP4-7 SOST KRTAP3-2 RAPGEFL1 CD300LG MPP3 KRT19 DHRS11 KRT25 KRT26 KRT36 SYNRG KRT10 KRTAP9-1 GPR179 KRTAP16-1 ACBD4 FMNL1 KLHL11 KRT15 KRTAP4-2 MLX NKIRAS2 PGAP3 PLXDC1 PPP1R1B SPATA32 KRT39 CSF3 DUSP3 KRTAP1-5 LEPREL4 C17orf98 PCGF2 MPP2 KRT12 KRT28 MLLT6 CISD3 TMSB10 STAT5B DUSP14 LASP1 ASB16 C17orf96 GAS2L2 GAST GFAP KCNH4 KRTAP2-2 LRRC3C MIEN1 NT5C3B PSMC3IP STARD3 STAT5A TBKBP1 THRA ZPBP2 KRTAP1-3 KRTAP9-3 KRTAP4-11 KRT33B KRTAP1-4 CACNB1 KRTAP9-9 KRT20 KRT33A KRTAP17-1 KRTAP4-9 GJD3 C17orf53 KRT31 KRT40 KRTAP29-1 KRTAP9-8 FBXO47 RAB5C KRT37 NR1D1 KRTAP3-3 KRTAP4-3 RARA TMEM101 PROSER1 SRCIN1 KRT27 C17orf78 IKZF3 JUP KRT24 TBC1D3B DNAJC7 TBC1D3F"
108,98,0.2007,954.0,4593,0.1661,1.00000,"HLA-DPB1 MSH5 AIF1 SLC44A4 ATP6V1G2 C6orf106 COL11A2 MCCD1 CFB HLA-C LHFPL5 ATAT1 PSORS1C1 NRM TRIM26 LY6G6D B3GALT4 DXO UNC5CL PHF1 AGER C4A DPCR1 HLA-DMB PSORS1C2 RNF5 TCF19 NCR3 PRRC2A HLA-F GNL1 IP6K3 ABHD16A C6orf15 C6orf25 C6orf47 CLIC1 GPSM3 HIST1H1T HLA-A HSPA1L NEU1 POU5F1 SFTA2 STK19 VWA7 ZBTB12 ZBTB9 EGFL8 HLA-DOB NOTCH4 CPNE5 TAP1 ZFP57 HLA-DMA TAP2 TBC1D22B TRIM10 PACSIN1 RNF39 DDAH2 LY6G6C BAK1 APOM BTN2A2 PRR3 PPT2 CCHCR1 CDSN OR2J2 HSPA1B ETV7 NUDT3 TRIM27 C6orf1 BAG6 C6orf48 CYP21A2 DDR1 HLA-DOA MUC21 OR2J3 PSMB8 TNXB MICB HLA-G LTA LY6G5C ARMC12 GPANK1 LST1 SYNGAP1 TAPBP CUTA LY6G6F NCR2 C2 OR14J1"
109,13,0.2059,16.06,595.9,0.02518,0.999993,"NAALADL1 CEPT1 ZBTB3 KLK13 DNAJC27 UGGT1 BNIP3 THBS1 LRPAP1 DISP1 RD3 COPS4 FIP1L1"
110,19,0.2529,43.24,348.9,0.1005,1.00000,"RAF1 FURIN NRAS RCE1 NF1 RRAS2 ATP2C1 GAB1 MET PRKAR1A EGFR MAPK1 SHOC2 KRAS CPD GRB2 PTPN11 SPRED2 SOS1"
111,63,0.2009,392.3,3549,0.09646,1.00000,"ALDH8A1 OR2A4 ARHGAP18 WISP3 FNDC1 PHACTR2 SLC35F1 EPB41L2 SCML4 ARMC2 IFNGR1 TRAPPC3L VNN1 TCF21 ENPP1 HEY2 VNN2 ABRACL HDDC2 TAAR6 OLIG3 SGK1 FAM26D ENPP3 FABP7 NHSL1 PLAGL1 PRSS35 SLC22A16 SLC35D3 SMLR1 STX11 TAAR2 TMEM200A ULBP1 PDE7B MOXD1 RFPL4B SAMD3 TPD52L1 RSPO3 CLVS2 KIAA1919 ZUFSP MTFR2 TAAR8 C6orf211 SOGA3 PRDM13 FUCA2 LPA POPDC3 IL22RA2 NKAIN2 AIM1 DCBLD1 METTL24 ZDHHC14 FAM26F FAM26E HTR1E ECHDC1 SLC18B1"
112,11,0.4347,23.91,217.2,0.09088,0.999750,"STAG1 ZNF644 NIPBL WIZ PRR12 EHMT2 SMC3 PAGR1 KDM3B MAU2 PAXIP1"
113,76,0.4492,1280,2845,0.2993,0.930988,"TG TMEM249 ZNF7 TOP1MT ZNF696 ADCY8 FAM135B GPAA1 GSDMD KCNQ3 LYNX1 MAFA MROH1 PLEC LY6H ZNF707 GPR20 TRAPPC9 SHARPIN PSCA TIGD5 GSDMC FBXL6 SLC45A4 DENND3 MROH6 SCRT1 CCDC166 LY6E ARC RHPN1 ZNF250 C8orf33 CYP11B2 PARP10 PPP1R16A NRBP2 THEM6 MFSD3 C8orf82 GML ZC3H3 DGAT1 EEF1D ARHGAP39 LRRC24 MAPK15 ZNF623 ZNF34 COL22A1 FOXH1 GRINA LRRC6 OC90 SCRIB SLURP1 TSNARE1 WISP1 CYHR1 COMMD5 PYCRL GLI4 LY6K GPIHBP1 KIFC2 ZNF16 BAI1 LRRC14 KHDRBS3 LYPD2 NAPRT SLC52A2 ZFP41 SLC39A4 HGH1 FAM83H"
114,120,0.4935,3524,3399,0.4919,0.00000,"DDX28 MRPL3 MRPL51 MRPS35 MRPL36 AARS2 AURKAIP1 C10orf2 DAP3 EARS2 FARS2 GADD45GIP1 GATC GFM1 HARS2 KIAA0391 LARS2 MARS2 MIPEP MRPL10 MRPL13 MRPL14 MRPL15 MRPL17 MRPL18 MRPL2 MRPL20 MRPL21 MRPL22 MRPL23 MRPL30 MRPL33 MRPL38 MRPL39 MRPL4 MRPL43 MRPL44 MRPL46 MRPL55 MRPL57 MRPS10 MRPS11 MRPS12 MRPS14 MRPS18A MRPS18B MRPS2 MRPS22 MRPS23 MRPS24 MRPS25 MRPS26 MRPS6 MRPS9 MTG2 MTPAP NARS2 NSUN4 PET112 POLG POLG2 POLRMT PTCD1 PTCD3 QRSL1 RARS2 RPUSD4 SARS2 SLC25A26 TARS2 TFAM TFB1M TFB2M TRMT10C VARS2 YARS2 MRPL48 MRPL32 MRPL12 MRPS7 MRPL54 PARS2 SUPV3L1 MRPL35 MTERF4 MTG1 NGRN MRPL40 MRPS30 MRPS34 MRPS5 MRPS31 MALSU1 MRPL53 MRPL45 MTERF3 MRPS16 MRPS17 PNPT1 MRPS33 SSBP1 ERAL1 MRPS28 MRPL50 MRPS21 MRPS27 MRPL49 MRPL37 MRPL28 LRPPRC MRPL9 MRPL42 TRUB2 MRPS18C MRPL19 MRPL41 MRPL34 MRPL11 MRPL47 MRPL16"
115,148,0.1747,1901,5603,0.2437,1.00000,"ZNF653 OR7G1 OR7D2 CALR3 NANOS3 S1PR2 RLN3 ICAM1 CC2D1A DNASE2 OR10H5 ZNF69 CCDC151 SLC5A5 ZNF561 OR7C1 MBD3L1 OR1M1 OLFM2 CCDC105 ICAM3 FCHO1 KLF1 COL5A3 ZNF627 UNC13A ZNF625 CYP4F2 OR10H1 SLC1A6 CERS4 IL12RB1 OR7G3 PDE4A ZGLP1 SLC44A2 OR7A5 CLEC4G ACP5 CIB3 COLGALT1 EPS15L1 MAN2B1 PLVAP RTBDN TMEM38A ZNF439 ZNF442 WDR83OS ZNF177 CDKN2D DOCK6 MAP1S FBXW9 PCP2 TRMT1 IL27RA ZNF121 LPPR2 NOTCH3 DDX39A CACNA1A LYL1 MARCH2 PGLYRP2 VAV1 ADAMTS10 ZNF878 TMEM205 NWD1 ACTL9 ASF1B BEST2 C19orf80 CCDC159 CLEC17A CNN1 ELAVL3 EPOR EVI5L P2RY11 RAB3D RAD23A RGL3 SLC35E1 TMED1 TSPAN16 YIPF2 ZNF441 ZNF443 ZNF844 RAB3A C19orf66 CALR DAND5 RFX1 C19orf44 MUC16 QTRT1 MAST1 CAMSAP3 FBN3 KANK2 PALM3 SWSAP1 TYK2 ZNF791 ZNF333 NXNL1 CYP4F3 ZNF700 ANKLE1 DNAJB1 OR7C2 PDE4C SMIM7 STX10 USHBP1 PRDX2 GCDH OR1I1 MBD3L2 ZNF564 INSL3 OR10H2 HOOK2 C19orf38 CYP4F11 ZNF709 ZNF563 ZNF490 ZNF433 TNPO2 AKAP8 CYP4F12 CYP4F22 IER2 MRI1 OR10H3 PODNL1 RASAL3 EMR3 ZSWIM4 CD97 ZNF20 ZNF682 SYCE2 ZNF136"
116,63,0.3570,697.3,1892,0.2568,0.999981,"HARBI1 SPI1 SLC39A13 SYT13 BDNF ALKBH3 ALX4 ANO3 MRGPRX1 OR4X2 PRR5L SLC1A2 TCP11L1 CHST1 LDLRAD3 LRRC4C ZNF408 TSPAN18 C11orf49 CAT CHRM4 DGKZ ELF5 FJX1 MDK PAMR1 PDHX QSER1 RAG1 TP53I11 KBTBD4 ACCS ACCSL ATG13 CD82 COMMD9 CRY2 EHF F2 GYLTL1B MADD MAPK8IP1 MYBPC3 OR4B1 PRDM11 RAPSN TTC17 ARFGAP2 CREB3L1 FBXO3 KCNA4 LRP4 OR4C13 OR4X1 PACSIN3 C1QTNF4 DDB2 AGBL2 FNBP4 PTPRJ OR4C3 PHF21A PAX6"
117,131,0.2000,1703,5750,0.2208,1.00000,"FAM166A TOR4A NTMT1 CARD9 NRARP ZBTB43 AIF1L LHX3 TMEM8C WDR38 AGPAT2 C9orf9 PRDM12 STKLD1 TOR1A DNM1 GPR21 LRSAM1 PIP5KL1 SPTAN1 ABCA2 AK8 ARRDC1 C8G C9orf172 C9orf173 C9orf69 CCDC183 CLIC3 DBH DPP7 EGFL7 EHMT1 ENTPD2 EXD3 FAM163B FAM69B FAM78A FBXW5 GLT6D1 LCN10 LCN12 LCN15 LCN6 LCN8 LCNL1 LRRC26 MAMDC4 MAN1B1 NACC2 NOXA1 NPDC1 PHPT1 POMT1 PPP1R26 RABL6 RNF224 SAPCD2 SARDH SDCCAG3 SLC34A3 SSNA1 SURF2 TMEM210 TUBB4B UAP1L1 USP20 ZNF79 CIZ1 CERCAM LRRC8A SLC27A4 TBC1D13 UCK1 C9orf116 LCN2 FUT7 CAMSAP1 FNBP1 GFI1B PTGES2 CACFD1 RALGDS QSOX2 CEL ASB6 SOHLH1 ZDHHC12 PPAPDC3 PAEP SH2D3C LCN1 RNF208 C9orf50 C9orf142 TMEM141 OR1J4 ADAMTS13 AK1 BARHL1 GOLGA2 ZMYND19 TOR1B NTNG2 CYSRT1 LAMC3 BRINP1 SETX PHYHD1 PKN3 C5 FAM129B FIBCD1 KCNT1 FAM73B CCBL1 NSMF C9orf16 GBGT1 OBP2A SH3GLB2 BRD3 CACNA1B RABEPK LCN9 PTGDS PTGES PNPLA7 ZBTB34 DPH7 OLFM1"
118,46,0.5317,550.3,1835,0.2221,1.00000,"AEBP2 IAPP ITPR2 PPFIBP1 SLCO1A2 SLCO1C1 TSPAN11 IPO8 ABCC9 PLCZ1 PTHLH C12orf77 C2CD5 GYS2 KCNJ8 KLHL42 MANSC4 METTL20 RASSF8 SLCO1B3 SOX5 SPX BCAT1 TMTC1 STK38L AMN1 REP15 BICD1 KIAA1551 PKP2 FAM60A LMNTD1 CAPRIN2 ERGIC2 FAR2 TM7SF3 ARNTL2 SYT10 SSPN ALG10 C12orf71 H3F3C LRMP BHLHE41 CASC1 KRAS"
119,4,0.6533,3.920,53.09,0.06030,0.992931,"APC AXIN1 ANKRD49 CSNK1A1"
120,40,0.2997,233.8,1372,0.1387,1.00000,"ANGPTL5 CCDC81 CCDC83 DDI1 GRM5 C11orf73 KDM4D NOX4 DYNC2H1 MMP10 MMP13 FOLH1 C11orf70 FAM76B GPR83 HEPHL1 MMP7 TYR PRCP MMP8 C11orf54 TMEM133 KIAA1377 PGR FUT4 NAALAD2 CREBZF ANKRD42 MMP20 PIWIL4 MMP3 MMP1 MTMR2 DCUN1D5 MMP27 YAP1 SLC36A4 CCDC89 MAML2 CNTN5"
121,14,0.6420,58.43,305.6,0.1490,0.999997,"ARPC2 ARPC4 ABI1 ACTR2 ACTR3 ARPC3 BRK1 HSBP1 NCKAP1 RAC1 WASF2 MOB4 ILK CCDC53"
122,29,0.1983,80.51,848.8,0.08155,1.00000,"IFITM5 TRPM5 IRF7 SIGIRR CRACR2B CHID1 RASSF7 B4GALNT4 LRRC56 BET1L PKP3 LMNTD2 ATHL1 PHRF1 MUC6 CDHR5 EPS8L2 DRD4 MRGPRE C11orf21 SCGB1C1 PIDD1 ODF3 TSPAN4 PNPLA2 TNNI2 HRAS PDDC1 CAPRIN1"
123,137,0.2001,1864,6618,0.2129,1.00000,"EVPL FBF1 TRIM65 UNK GALK1 BCAS3 TBC1D16 PRKCA AANAT AATK ABCA8 AFMID ASPSCR1 BAIAP2 BTBD17 C17orf77 C17orf80 CACNG1 CACNG4 CACNG5 CASKIN2 CD300C CD300LF CDK3 CPSF4L CSHL1 DNAI2 EFCAB3 ENGASE ENTHD2 FADS6 FAM195B GPR142 GRIN2C H3F3B HID1 KCTD2 KIF19 LGALS3BP MAP2K6 MFSD11 MIF4GD MXRA7 NT5C OTOP2 P4HB PRPSAP1 RAB37 RHBDF2 SEPT9 SPHK1 SSTR2 ST6GALNAC2 STRADA SYNGR2 TMEM235 USH1G ZACN ZNF750 SLC38A10 RNF213 TK1 ACTG1 C17orf62 C17orf70 CARD14 CBX2 CCDC137 CYTH1 DCXR DUS1L ENDOV ENPP7 FSCN2 GCGR HEXDC ITGB4 LRRC45 MAFG MRC2 MYADML2 NARF NPB OGFOD3 OXLD1 PPP1R27 PYCR1 RAB40B RAC3 RBFOX3 RFNG SECTM1 SGSH SLC16A3 SLC25A10 ST6GALNAC1 TEX19 TMEM105 TNRC6C UTS2R CBX4 GALR2 FOXJ1 GGA3 LIMD2 PRR29 SLC16A6 STRA13 TEX2 PDE6G GPRC5C FN3KRP TMEM104 ARHGDIA NOTUM MARCH10 PRCD C17orf82 SDK2 UBE2O CANT1 METRNL CDR2L CD300A SLC9A3R1 WBP2 SMIM5 CD7 HN1 TIMP2 CD79B LOC100653515 METTL23 WDR45B SMIM6 CSNK1D B3GNTL1"
124,19,0.4561,77.99,385.0,0.1557,0.999999,"MLLT10 JADE2 DOT1L MEAF6 ING5 EZH2 SUZ12 KAT6A SIAH1 PSIP1 RING1 ASH1L BRPF1 KMT2A MEN1 MLLT1 SMCHD1 BMI1 EED"
125,74,0.2798,755.8,3374,0.1767,1.00000,"SEPT12 ZNF205 ZNF75A CORO7 ZNF500 BRICD5 C16orf89 DNASE1L2 GLIS2 IL32 OR1F1 PRSS27 RAB26 ECI1 PRSS21 CASKIN1 HMOX2 PRR25 ZNF174 ZSCAN10 DNASE1 FLYWCH2 CLDN6 PAQR4 MMP25 SPSB3 ZNF213 CEMP1 CLUAP1 NMRAL1 AMDHD2 VASN ZG16B C16orf90 PRSS22 C16orf71 CCDC64B NUDT16L1 TIGD7 NAGPA PRSS33 SMIM22 MGRN1 ANKS3 TRAP1 CAPN15 TBC1D24 ZNF597 SEC14L5 MEFV CLDN9 RNF151 NAA60 OR2C1 TRAF7 C16orf91 ZNF263 HCFC1R1 CDIP1 KREMEN2 NME3 C16orf96 HAGH NOXO1 ZNF200 ZSCAN32 EME2 CLCN7 RAB40C THOC6 FLYWCH1 TNFRSF12A UBALD1 TFAP4"
126,54,0.2006,287.0,2591,0.09613,1.00000,"RASSF9 FAM109A NUAK1 SLC17A8 CEP290 SH2B3 C12orf74 HAL RFX4 CCDC38 UBE3B TMEM116 MYL2 OAS1 OAS2 OASL TMEM233 ZNF664 GNPTAB CCER1 DEPDC4 NAV3 MGAT4C KERA ACACB ALDH1L2 ANO4 C12orf42 CUX2 DRAM1 ELK3 RPH3A SLC5A8 SYCP3 TBX5 TMEM119 TMPO USP44 NOS1 TSPAN19 USP30 ANKRD13A KITLG MYF5 FAM71C SPIC GLIPR1L1 LTA4H CDK17 PMCH SELPLG NTS EPYC SLC6A15"
127,27,0.2013,70.65,608.7,0.09633,1.00000,"AP2M1 NCBP2 EIF4G1 EIF2B5 RPL35A ACTL6A ATR LSG1 NMD3 POLR2H RFC4 RHNO1 ATRIP RAD1 RAD9A MAD2L2 RAD17 ECT2 SMC4 U2SURP KIAA1524 MDC1 RNF168 HUS1 TOPBP1 EIF4A1 PDCD6"
128,12,0.2057,13.58,460.0,0.02729,0.999986,"ARHGAP22 C14orf180 LBX2 MFSD12 HPX SBNO2 BRSK2 CEND1 ART5 SCUBE2 BICC1 ART1"
129,18,0.2122,32.47,614.8,0.04752,1.00000,"RAPGEF4 SCRN3 SP3 TTF2 RBM4 RBM4B HOXD10 SCN3A FRZB PDE11A EDAR PIAS4 SP1 MCPH1 C15orf41 CDAN1 SRBD1 TDP2"
130,14,0.2898,26.37,290.4,0.07648,0.999997,"TOP2A SMC2 MASTL NCAPG ECT2 PRC1 AURKB RACGAP1 SMC4 INCENP ESPL1 BIRC5 CDCA8 KIF23"
131,9,0.7599,27.36,303.8,0.07835,0.999853,"NCSTN PSENEN PSEN1 SMAD4 TGFBR1 TGFBR2 RBPJ APH1A SMAD3"
132,19,0.4305,73.61,480.9,0.1242,0.999999,"AAGAB AGFG1 AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 C15orf57 FCHO2 NCOA4 PICALM PPP6C C10orf88 IREB2 TFRC DNM2 CLTC STEAP3 GLRX3"
133,11,0.2024,11.13,450.4,0.02302,0.999969,"WHSC1 TMEM155 MGST2 NEDD4 CCDC121 MBD2 GYPE GYPB DUS3L HDHD3 MTA2"
